Gene stable ID,Gene stable ID version,Transcript stable ID,Transcript stable ID version,Gene name
ENSG00000105402,ENSG00000105402.8,ENST00000593785,ENST00000593785.5,NAPA
ENSG00000105402,ENSG00000105402.8,ENST00000597160,ENST00000597160.1,NAPA
ENSG00000137628,ENSG00000137628.17,ENST00000393743,ENST00000393743.8,DDX60
ENSG00000137628,ENSG00000137628.17,ENST00000514995,ENST00000514995.1,DDX60
ENSG00000272848,ENSG00000272848.2,ENST00000607876,ENST00000607876.2,AL135910.1
ENSG00000104320,ENSG00000104320.14,ENST00000409330,ENST00000409330.5,NBN
ENSG00000104320,ENSG00000104320.14,ENST00000519426,ENST00000519426.5,NBN
ENSG00000104320,ENSG00000104320.14,ENST00000523444,ENST00000523444.1,NBN
ENSG00000104320,ENSG00000104320.14,ENST00000517337,ENST00000517337.1,NBN
ENSG00000104320,ENSG00000104320.14,ENST00000494804,ENST00000494804.1,NBN
ENSG00000137842,ENSG00000137842.7,ENST00000569535,ENST00000569535.5,TMEM62
ENSG00000137842,ENSG00000137842.7,ENST00000565291,ENST00000565291.5,TMEM62
ENSG00000137842,ENSG00000137842.7,ENST00000260403,ENST00000260403.7,TMEM62
ENSG00000137842,ENSG00000137842.7,ENST00000569926,ENST00000569926.5,TMEM62
ENSG00000137842,ENSG00000137842.7,ENST00000570109,ENST00000570109.1,TMEM62
ENSG00000137842,ENSG00000137842.7,ENST00000568182,ENST00000568182.5,TMEM62
ENSG00000137842,ENSG00000137842.7,ENST00000567441,ENST00000567441.5,TMEM62
ENSG00000137842,ENSG00000137842.7,ENST00000568197,ENST00000568197.1,TMEM62
ENSG00000204592,ENSG00000204592.9,ENST00000376630,ENST00000376630.5,HLA-E
ENSG00000204592,ENSG00000204592.9,ENST00000484194,ENST00000484194.1,HLA-E
ENSG00000204592,ENSG00000204592.9,ENST00000493699,ENST00000493699.1,HLA-E
ENSG00000119917,ENSG00000119917.14,ENST00000371818,ENST00000371818.9,IFIT3
ENSG00000119917,ENSG00000119917.14,ENST00000371811,ENST00000371811.4,IFIT3
ENSG00000107798,ENSG00000107798.18,ENST00000371837,ENST00000371837.5,LIPA
ENSG00000185745,ENSG00000185745.10,ENST00000371804,ENST00000371804.4,IFIT1
ENSG00000185745,ENSG00000185745.10,ENST00000546318,ENST00000546318.2,IFIT1
ENSG00000119922,ENSG00000119922.10,ENST00000371826,ENST00000371826.4,IFIT2
ENSG00000119922,ENSG00000119922.10,ENST00000611722,ENST00000611722.1,IFIT2
ENSG00000112343,ENSG00000112343.11,ENST00000357085,ENST00000357085.5,TRIM38
ENSG00000169660,ENSG00000169660.16,ENST00000644009,ENST00000644009.1,HEXD
ENSG00000106785,ENSG00000106785.15,ENST00000375098,ENST00000375098.7,TRIM14
ENSG00000106785,ENSG00000106785.15,ENST00000341469,ENST00000341469.7,TRIM14
ENSG00000106785,ENSG00000106785.15,ENST00000342043,ENST00000342043.3,TRIM14
ENSG00000106785,ENSG00000106785.15,ENST00000475147,ENST00000475147.1,TRIM14
ENSG00000106785,ENSG00000106785.15,ENST00000478401,ENST00000478401.1,TRIM14
ENSG00000181381,ENSG00000181381.13,ENST00000511577,ENST00000511577.5,DDX60L
ENSG00000181381,ENSG00000181381.13,ENST00000505890,ENST00000505890.5,DDX60L
ENSG00000181381,ENSG00000181381.13,ENST00000505696,ENST00000505696.5,DDX60L
ENSG00000181381,ENSG00000181381.13,ENST00000514748,ENST00000514748.5,DDX60L
ENSG00000181381,ENSG00000181381.13,ENST00000515088,ENST00000515088.5,DDX60L
ENSG00000181381,ENSG00000181381.13,ENST00000513901,ENST00000513901.1,DDX60L
ENSG00000181381,ENSG00000181381.13,ENST00000512371,ENST00000512371.1,DDX60L
ENSG00000181381,ENSG00000181381.13,ENST00000260184,ENST00000260184.11,DDX60L
ENSG00000178927,ENSG00000178927.18,ENST00000342572,ENST00000342572.12,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000306645,ENST00000306645.10,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000437807,ENST00000437807.6,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000584024,ENST00000584024.5,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000434650,ENST00000434650.6,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000583617,ENST00000583617.5,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000585064,ENST00000585064.5,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000578919,ENST00000578919.5,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000580560,ENST00000580560.5,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000581196,ENST00000581196.5,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000584503,ENST00000584503.5,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000585080,ENST00000585080.5,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000577888,ENST00000577888.5,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000577707,ENST00000577707.5,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000578913,ENST00000578913.5,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000584891,ENST00000584891.5,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000584408,ENST00000584408.5,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000577696,ENST00000577696.5,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000577471,ENST00000577471.5,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000577834,ENST00000577834.5,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000578941,ENST00000578941.5,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000578064,ENST00000578064.1,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000582395,ENST00000582395.5,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000582608,ENST00000582608.5,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000582545,ENST00000582545.2,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000583359,ENST00000583359.1,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000583778,ENST00000583778.1,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000583242,ENST00000583242.1,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000585115,ENST00000585115.1,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000584791,ENST00000584791.1,CYBC1
ENSG00000178927,ENSG00000178927.18,ENST00000582456,ENST00000582456.1,CYBC1
ENSG00000152778,ENSG00000152778.9,ENST00000371795,ENST00000371795.5,IFIT5
ENSG00000130656,ENSG00000130656.6,ENST00000652335,ENST00000652335.1,HBZ
ENSG00000228667,ENSG00000228667.1,ENST00000446973,ENST00000446973.1,AL157385.1
ENSG00000185507,ENSG00000185507.21,ENST00000528413,ENST00000528413.6,IRF7
ENSG00000185507,ENSG00000185507.21,ENST00000348655,ENST00000348655.11,IRF7
ENSG00000185507,ENSG00000185507.21,ENST00000525445,ENST00000525445.6,IRF7
ENSG00000185507,ENSG00000185507.21,ENST00000533182,ENST00000533182.5,IRF7
ENSG00000185507,ENSG00000185507.21,ENST00000469048,ENST00000469048.6,IRF7
ENSG00000185507,ENSG00000185507.21,ENST00000330243,ENST00000330243.9,IRF7
ENSG00000185507,ENSG00000185507.21,ENST00000532326,ENST00000532326.5,IRF7
ENSG00000185507,ENSG00000185507.21,ENST00000532788,ENST00000532788.1,IRF7
ENSG00000185507,ENSG00000185507.21,ENST00000532096,ENST00000532096.1,IRF7
ENSG00000185507,ENSG00000185507.21,ENST00000649187,ENST00000649187.1,IRF7
ENSG00000185507,ENSG00000185507.21,ENST00000647801,ENST00000647801.1,IRF7
ENSG00000185507,ENSG00000185507.21,ENST00000533190,ENST00000533190.1,IRF7
ENSG00000185507,ENSG00000185507.21,ENST00000397566,ENST00000397566.5,IRF7
ENSG00000185507,ENSG00000185507.21,ENST00000397570,ENST00000397570.5,IRF7
ENSG00000153827,ENSG00000153827.13,ENST00000283943,ENST00000283943.9,TRIP12
ENSG00000153827,ENSG00000153827.13,ENST00000389045,ENST00000389045.7,TRIP12
ENSG00000153827,ENSG00000153827.13,ENST00000389044,ENST00000389044.8,TRIP12
ENSG00000153827,ENSG00000153827.13,ENST00000479037,ENST00000479037.5,TRIP12
ENSG00000153827,ENSG00000153827.13,ENST00000409677,ENST00000409677.5,TRIP12
ENSG00000153827,ENSG00000153827.13,ENST00000428959,ENST00000428959.5,TRIP12
ENSG00000153827,ENSG00000153827.13,ENST00000430954,ENST00000430954.5,TRIP12
ENSG00000153827,ENSG00000153827.13,ENST00000343290,ENST00000343290.5,TRIP12
ENSG00000287193,ENSG00000287193.1,ENST00000658363,ENST00000658363.1,AC132938.7
ENSG00000128335,ENSG00000128335.14,ENST00000358502,ENST00000358502.10,APOL2
ENSG00000128335,ENSG00000128335.14,ENST00000249066,ENST00000249066.10,APOL2
ENSG00000128335,ENSG00000128335.14,ENST00000451256,ENST00000451256.6,APOL2
ENSG00000128335,ENSG00000128335.14,ENST00000529194,ENST00000529194.5,APOL2
ENSG00000128335,ENSG00000128335.14,ENST00000454728,ENST00000454728.5,APOL2
ENSG00000128335,ENSG00000128335.14,ENST00000476579,ENST00000476579.1,APOL2
ENSG00000128335,ENSG00000128335.14,ENST00000489186,ENST00000489186.1,APOL2
ENSG00000128335,ENSG00000128335.14,ENST00000473549,ENST00000473549.1,APOL2
ENSG00000128335,ENSG00000128335.14,ENST00000484830,ENST00000484830.1,APOL2
ENSG00000280173,ENSG00000280173.1,ENST00000624214,ENST00000624214.1,AC104447.1
ENSG00000111196,ENSG00000111196.10,ENST00000320756,ENST00000320756.7,MAGOHB
ENSG00000111196,ENSG00000111196.10,ENST00000539554,ENST00000539554.5,MAGOHB
ENSG00000111196,ENSG00000111196.10,ENST00000544850,ENST00000544850.5,MAGOHB
ENSG00000111196,ENSG00000111196.10,ENST00000537852,ENST00000537852.5,MAGOHB
ENSG00000111196,ENSG00000111196.10,ENST00000540074,ENST00000540074.5,MAGOHB
ENSG00000111196,ENSG00000111196.10,ENST00000545236,ENST00000545236.5,MAGOHB
ENSG00000111196,ENSG00000111196.10,ENST00000543929,ENST00000543929.5,MAGOHB
ENSG00000111196,ENSG00000111196.10,ENST00000546173,ENST00000546173.5,MAGOHB
ENSG00000111196,ENSG00000111196.10,ENST00000544176,ENST00000544176.1,MAGOHB
ENSG00000111196,ENSG00000111196.10,ENST00000625272,ENST00000625272.1,MAGOHB
ENSG00000163565,ENSG00000163565.18,ENST00000368131,ENST00000368131.8,IFI16
ENSG00000163565,ENSG00000163565.18,ENST00000368132,ENST00000368132.7,IFI16
ENSG00000163565,ENSG00000163565.18,ENST00000493884,ENST00000493884.5,IFI16
ENSG00000163565,ENSG00000163565.18,ENST00000483916,ENST00000483916.2,IFI16
ENSG00000163565,ENSG00000163565.18,ENST00000295809,ENST00000295809.11,IFI16
ENSG00000163565,ENSG00000163565.18,ENST00000359709,ENST00000359709.7,IFI16
ENSG00000163565,ENSG00000163565.18,ENST00000340979,ENST00000340979.10,IFI16
ENSG00000259118,ENSG00000259118.5,ENST00000556127,ENST00000556127.1,AL139022.1
ENSG00000135899,ENSG00000135899.17,ENST00000258381,ENST00000258381.10,SP110
ENSG00000135899,ENSG00000135899.17,ENST00000358662,ENST00000358662.8,SP110
ENSG00000135899,ENSG00000135899.17,ENST00000392048,ENST00000392048.7,SP110
ENSG00000135899,ENSG00000135899.17,ENST00000258382,ENST00000258382.9,SP110
ENSG00000135899,ENSG00000135899.17,ENST00000409815,ENST00000409815.6,SP110
ENSG00000135899,ENSG00000135899.17,ENST00000455674,ENST00000455674.2,SP110
ENSG00000135899,ENSG00000135899.17,ENST00000462232,ENST00000462232.1,SP110
ENSG00000196605,ENSG00000196605.7,ENST00000589453,ENST00000589453.5,ZNF846
ENSG00000196605,ENSG00000196605.7,ENST00000588267,ENST00000588267.5,ZNF846
ENSG00000196605,ENSG00000196605.7,ENST00000592859,ENST00000592859.1,ZNF846
ENSG00000196605,ENSG00000196605.7,ENST00000586293,ENST00000586293.5,ZNF846
ENSG00000196605,ENSG00000196605.7,ENST00000397902,ENST00000397902.6,ZNF846
ENSG00000100342,ENSG00000100342.21,ENST00000397278,ENST00000397278.8,APOL1
ENSG00000100342,ENSG00000100342.21,ENST00000319136,ENST00000319136.8,APOL1
ENSG00000100342,ENSG00000100342.21,ENST00000422471,ENST00000422471.5,APOL1
ENSG00000100342,ENSG00000100342.21,ENST00000475519,ENST00000475519.5,APOL1
ENSG00000100342,ENSG00000100342.21,ENST00000438034,ENST00000438034.5,APOL1
ENSG00000100342,ENSG00000100342.21,ENST00000439680,ENST00000439680.5,APOL1
ENSG00000100342,ENSG00000100342.21,ENST00000427990,ENST00000427990.5,APOL1
ENSG00000100342,ENSG00000100342.21,ENST00000433768,ENST00000433768.5,APOL1
ENSG00000100342,ENSG00000100342.21,ENST00000431184,ENST00000431184.1,APOL1
ENSG00000100342,ENSG00000100342.21,ENST00000422706,ENST00000422706.5,APOL1
ENSG00000100342,ENSG00000100342.21,ENST00000397279,ENST00000397279.8,APOL1
ENSG00000100342,ENSG00000100342.21,ENST00000426053,ENST00000426053.5,APOL1
ENSG00000092068,ENSG00000092068.20,ENST00000532568,ENST00000532568.1,SLC7A8
ENSG00000111912,ENSG00000111912.20,ENST00000438495,ENST00000438495.6,NCOA7
ENSG00000111912,ENSG00000111912.20,ENST00000444128,ENST00000444128.2,NCOA7
ENSG00000126460,ENSG00000126460.11,ENST00000596877,ENST00000596877.5,PRRG2
ENSG00000142546,ENSG00000142546.14,ENST00000598820,ENST00000598820.5,NOSIP
ENSG00000142546,ENSG00000142546.14,ENST00000339093,ENST00000339093.7,NOSIP
ENSG00000142546,ENSG00000142546.14,ENST00000596358,ENST00000596358.6,NOSIP
ENSG00000142546,ENSG00000142546.14,ENST00000601340,ENST00000601340.5,NOSIP
ENSG00000142546,ENSG00000142546.14,ENST00000594932,ENST00000594932.5,NOSIP
ENSG00000142546,ENSG00000142546.14,ENST00000600019,ENST00000600019.5,NOSIP
ENSG00000142546,ENSG00000142546.14,ENST00000593345,ENST00000593345.1,NOSIP
ENSG00000171604,ENSG00000171604.12,ENST00000502295,ENST00000502295.1,CXXC5
ENSG00000125347,ENSG00000125347.14,ENST00000245414,ENST00000245414.9,IRF1
ENSG00000125347,ENSG00000125347.14,ENST00000437654,ENST00000437654.5,IRF1
ENSG00000125347,ENSG00000125347.14,ENST00000459982,ENST00000459982.5,IRF1
ENSG00000125347,ENSG00000125347.14,ENST00000463784,ENST00000463784.5,IRF1
ENSG00000125347,ENSG00000125347.14,ENST00000439555,ENST00000439555.2,IRF1
ENSG00000125347,ENSG00000125347.14,ENST00000493208,ENST00000493208.1,IRF1
ENSG00000125347,ENSG00000125347.14,ENST00000613424,ENST00000613424.4,IRF1
ENSG00000283782,ENSG00000283782.2,ENST00000638452,ENST00000638452.2,AC116366.3
ENSG00000283782,ENSG00000283782.2,ENST00000638568,ENST00000638568.2,AC116366.3
ENSG00000283782,ENSG00000283782.2,ENST00000639899,ENST00000639899.1,AC116366.3
ENSG00000283782,ENSG00000283782.2,ENST00000638504,ENST00000638504.1,AC116366.3
ENSG00000197536,ENSG00000197536.11,ENST00000378953,ENST00000378953.8,IRF1-AS1
ENSG00000197536,ENSG00000197536.11,ENST00000612967,ENST00000612967.2,IRF1-AS1
ENSG00000197536,ENSG00000197536.11,ENST00000461203,ENST00000461203.5,IRF1-AS1
ENSG00000197536,ENSG00000197536.11,ENST00000337752,ENST00000337752.6,IRF1-AS1
ENSG00000197536,ENSG00000197536.11,ENST00000378947,ENST00000378947.7,IRF1-AS1
ENSG00000197536,ENSG00000197536.11,ENST00000407797,ENST00000407797.6,IRF1-AS1
ENSG00000185404,ENSG00000185404.16,ENST00000444636,ENST00000444636.5,SP140L
ENSG00000185404,ENSG00000185404.16,ENST00000415673,ENST00000415673.6,SP140L
ENSG00000185404,ENSG00000185404.16,ENST00000243810,ENST00000243810.10,SP140L
ENSG00000185404,ENSG00000185404.16,ENST00000396563,ENST00000396563.8,SP140L
ENSG00000253986,ENSG00000253986.1,ENST00000518590,ENST00000518590.1,AC104561.3
ENSG00000140471,ENSG00000140471.17,ENST00000560934,ENST00000560934.1,LINS1
ENSG00000146859,ENSG00000146859.6,ENST00000275767,ENST00000275767.3,TMEM140
ENSG00000146859,ENSG00000146859.6,ENST00000466307,ENST00000466307.1,TMEM140
ENSG00000122783,ENSG00000122783.16,ENST00000464070,ENST00000464070.1,CYREN
ENSG00000138035,ENSG00000138035.15,ENST00000447944,ENST00000447944.7,PNPT1
ENSG00000138035,ENSG00000138035.15,ENST00000415374,ENST00000415374.5,PNPT1
ENSG00000138035,ENSG00000138035.15,ENST00000260604,ENST00000260604.8,PNPT1
ENSG00000138035,ENSG00000138035.15,ENST00000429805,ENST00000429805.1,PNPT1
ENSG00000138035,ENSG00000138035.15,ENST00000625249,ENST00000625249.1,PNPT1
ENSG00000128626,ENSG00000128626.11,ENST00000308018,ENST00000308018.8,MRPS12
ENSG00000128626,ENSG00000128626.11,ENST00000598734,ENST00000598734.1,MRPS12
ENSG00000128626,ENSG00000128626.11,ENST00000407800,ENST00000407800.2,MRPS12
ENSG00000128626,ENSG00000128626.11,ENST00000402029,ENST00000402029.3,MRPS12
ENSG00000104835,ENSG00000104835.15,ENST00000221431,ENST00000221431.11,SARS2
ENSG00000104835,ENSG00000104835.15,ENST00000594171,ENST00000594171.5,SARS2
ENSG00000104835,ENSG00000104835.15,ENST00000430193,ENST00000430193.7,SARS2
ENSG00000104835,ENSG00000104835.15,ENST00000600042,ENST00000600042.5,SARS2
ENSG00000104835,ENSG00000104835.15,ENST00000455102,ENST00000455102.6,SARS2
ENSG00000104835,ENSG00000104835.15,ENST00000598343,ENST00000598343.5,SARS2
ENSG00000104835,ENSG00000104835.15,ENST00000598598,ENST00000598598.5,SARS2
ENSG00000104835,ENSG00000104835.15,ENST00000593754,ENST00000593754.1,SARS2
ENSG00000042062,ENSG00000042062.13,ENST00000327979,ENST00000327979.8,RIPOR3
ENSG00000182393,ENSG00000182393.3,ENST00000333625,ENST00000333625.3,IFNL1
ENSG00000055332,ENSG00000055332.18,ENST00000233057,ENST00000233057.9,EIF2AK2
ENSG00000055332,ENSG00000055332.18,ENST00000411537,ENST00000411537.6,EIF2AK2
ENSG00000055332,ENSG00000055332.18,ENST00000390013,ENST00000390013.3,EIF2AK2
ENSG00000055332,ENSG00000055332.18,ENST00000395127,ENST00000395127.6,EIF2AK2
ENSG00000163568,ENSG00000163568.15,ENST00000368130,ENST00000368130.9,AIM2
ENSG00000121060,ENSG00000121060.18,ENST00000648772,ENST00000648772.1,TRIM25
ENSG00000121060,ENSG00000121060.18,ENST00000316881,ENST00000316881.9,TRIM25
ENSG00000121060,ENSG00000121060.18,ENST00000537230,ENST00000537230.2,TRIM25
ENSG00000151338,ENSG00000151338.18,ENST00000556615,ENST00000556615.5,MIPOL1
ENSG00000151338,ENSG00000151338.18,ENST00000327441,ENST00000327441.11,MIPOL1
ENSG00000151338,ENSG00000151338.18,ENST00000554930,ENST00000554930.5,MIPOL1
ENSG00000151338,ENSG00000151338.18,ENST00000539062,ENST00000539062.6,MIPOL1
ENSG00000151338,ENSG00000151338.18,ENST00000556451,ENST00000556451.5,MIPOL1
ENSG00000151338,ENSG00000151338.18,ENST00000555870,ENST00000555870.5,MIPOL1
ENSG00000151338,ENSG00000151338.18,ENST00000556753,ENST00000556753.5,MIPOL1
ENSG00000151338,ENSG00000151338.18,ENST00000396294,ENST00000396294.6,MIPOL1
ENSG00000130830,ENSG00000130830.15,ENST00000493871,ENST00000493871.1,MPP1
ENSG00000151470,ENSG00000151470.13,ENST00000502360,ENST00000502360.5,C4orf33
ENSG00000151470,ENSG00000151470.13,ENST00000508673,ENST00000508673.5,C4orf33
ENSG00000151470,ENSG00000151470.13,ENST00000508622,ENST00000508622.1,C4orf33
ENSG00000151470,ENSG00000151470.13,ENST00000425929,ENST00000425929.6,C4orf33
ENSG00000143751,ENSG00000143751.10,ENST00000272091,ENST00000272091.8,SDE2
ENSG00000130303,ENSG00000130303.13,ENST00000252593,ENST00000252593.7,BST2
ENSG00000130303,ENSG00000130303.13,ENST00000527220,ENST00000527220.1,BST2
ENSG00000274213,ENSG00000274213.1,ENST00000619432,ENST00000619432.1,AC015912.3
ENSG00000059588,ENSG00000059588.10,ENST00000496673,ENST00000496673.5,TARBP1
ENSG00000059588,ENSG00000059588.10,ENST00000484454,ENST00000484454.1,TARBP1
ENSG00000105835,ENSG00000105835.12,ENST00000484527,ENST00000484527.5,NAMPT
ENSG00000282851,ENSG00000282851.2,ENST00000646744,ENST00000646744.1,BISPR
ENSG00000282851,ENSG00000282851.2,ENST00000635536,ENST00000635536.2,BISPR
ENSG00000282851,ENSG00000282851.2,ENST00000635060,ENST00000635060.2,BISPR
ENSG00000282851,ENSG00000282851.2,ENST00000634291,ENST00000634291.2,BISPR
ENSG00000282851,ENSG00000282851.2,ENST00000645298,ENST00000645298.1,BISPR
ENSG00000282851,ENSG00000282851.2,ENST00000635572,ENST00000635572.1,BISPR
ENSG00000282851,ENSG00000282851.2,ENST00000634675,ENST00000634675.1,BISPR
ENSG00000282851,ENSG00000282851.2,ENST00000634813,ENST00000634813.1,BISPR
ENSG00000282851,ENSG00000282851.2,ENST00000647283,ENST00000647283.1,BISPR
ENSG00000282851,ENSG00000282851.2,ENST00000635435,ENST00000635435.2,BISPR
ENSG00000282851,ENSG00000282851.2,ENST00000634731,ENST00000634731.2,BISPR
ENSG00000282851,ENSG00000282851.2,ENST00000635339,ENST00000635339.1,BISPR
ENSG00000282851,ENSG00000282851.2,ENST00000635176,ENST00000635176.2,BISPR
ENSG00000282851,ENSG00000282851.2,ENST00000645062,ENST00000645062.1,BISPR
ENSG00000282851,ENSG00000282851.2,ENST00000645376,ENST00000645376.1,BISPR
ENSG00000282851,ENSG00000282851.2,ENST00000634577,ENST00000634577.1,BISPR
ENSG00000282851,ENSG00000282851.2,ENST00000634942,ENST00000634942.2,BISPR
ENSG00000282851,ENSG00000282851.2,ENST00000634568,ENST00000634568.1,BISPR
ENSG00000141971,ENSG00000141971.13,ENST00000528911,ENST00000528911.5,MVB12A
ENSG00000141971,ENSG00000141971.13,ENST00000528604,ENST00000528604.5,MVB12A
ENSG00000141971,ENSG00000141971.13,ENST00000529490,ENST00000529490.5,MVB12A
ENSG00000141971,ENSG00000141971.13,ENST00000600514,ENST00000600514.5,MVB12A
